,Class,News
4494,1,board said company omitted tender substantial works rightfully nonresponsive evaluation team
4495,2,long unprofitable period food division posted profitable result speaks healthier cost structure new approach business operations rihko said
4496,2,concerns remain longer term size scale enable nokia hold newfound margin improvements near term analyst wrote
4497,2,continuing operations turned operating loss eur mn slight improvement loss eur mn year earlier
4498,2,earnings share higher year ahead market consensus eur
4499,2,wærtsilæ s solution selected low fuel consumption environmentally sound technology global service support
4500,2,dirk jones head financial institutions client sales management gts citigroup said citi extremely pleased providing global custody services pohjola group bank
4501,2,company said estimates make slight profit thanks costcutting measures
4502,2,previously concluded adaptation measures concerning staff adequate time planning operations continue plant company said
4503,2,previously concluded adaptation measures concerning personnel adequate time raute said
4504,2,fixing homebase cutting costs closing nonprofitable units looking going forward said
4505,2,september finnish waste management recycling company lassila tikanoja expands operations russia introducing recently completed recycling plant city dubna near moscow
4506,2,rory fitzgerald general manager operations bristol port said use low maintenance technology save cent servicing plus load sensing hydraulics save extra cent fuel consumption
4507,1,method controlling hard disk drive using multimediacard physical interface invented marko ahvenainen ruutana finland
4508,1,odd square metre plot stockmann bought nevsky center shopping center located nevsky prospect st petersburg s high street vosstaniya square underground station immediate vicinity moscow station
4509,2,court telecominvest s arguments convincing
4510,1,actions include cutting expensive weekend shifts freezing production bonus general costcutting program
4511,1,typically transmission power level decreased interference noise predefined value
4512,1,bioheapleaching makes extraction metals low grade ore economically viable
4513,2,dubai nokia announced launch comes music groundbreaking service introduces new way people enjoy music
4514,0,rapala vmc corporation stock exchange release october kaupthing bank oyj kapthing informed rapala vmc corporation rapala interrupted liquidity providing rapala s share time
4515,1,steve jackson ebusiness analyst satama ceo aboavista said google broke mold gave away google analytics free
4516,1,sukhraj dulai block boni sue court culdesac city s north started vehicle went inside house tuesday leaving garage door open
4517,1,negotiations concern salaried senior salaried employees scheduled completed weeks
4518,1,typical enduses include roof structures floorings walls ceilings nonvisible structures vehicles packaging boxes construction site structures fencing shelters formwork limited number concrete pourings
4519,1,offer challenging interesting employment people countries europe
4520,1,offer clients integrated management consulting total solutions complex projects efficient bestinclass design supervision
4521,1,research shows access information technology limiting factors small businesses especially work heterogenous network based environment
4522,2,block lamp harri koskinen s light introduced bestseller
4523,1,amer bought salomon adidas october said job cuts aimed boosting competitiveness
4524,0,increases signaling traffic wastes network resources allows fewer smartphones connect
4525,1,note clients published dutch broker described company s quarter results soft noted elcoteq retained guidance dealers said
4526,1,m communications disclaims liability information provided information world wide web
4527,1,rosen cautious optimistic inregard second half year
4528,1,eb tough voip field phone equipped integrated speaker ethernet shdsl connectivity enables innovative applications
4529,0,ship delayed estimated completed spring
4530,0,tallink silja attributes significant drop problems booking taken operation october sale trailer ferry sky wind route stockholm riga won passengers helsinkistockholm route
4531,0,finnlines estimated annual general meeting financially tough year large investments
4532,0,adjustment fall price level contrast effective
4533,0,march goldman sachs estimates negative prospects norwegian mobile operations norway s telenor asa osl tel sweden s teliasonera ab sto tlsn short term
4534,2,ensure low operational cost radio networks bts modules configured software upgraded diagnosed remotely
4535,0,based quarter result existing order backlog new order prospects company expects fullyear sales contract gross margin stay healthy level operating profit margin lower lower sales volume
4536,2,key shareholders finnish services provider tietoenator oyj friday rejected hostile eur billion billion offer buyout shop nordic capital giving new life possible counter offer blackstone group lp norwegian telecom telenor asa
4537,1,answers questions visitors conversations gets big team problems setting social media channels
4538,0,stores march finnish stationery gift retailer tiimari hel tiiv said yesterday cut total jobs units tiimari retail gallerix finland result closure shops
4539,1,local waste management company turun seudun jætehuolto planned set tonne wasteburning facility
4540,1,according chairman michael hornborg organizations merely criticised raisio s weak performance
4541,2,result russia s import restrictions finnish dairy companies canceled august
4542,1,finnish forestry company upmkymmene waste management company lassila tikanoja said jan planning produce ethanol energy commercial industrial waste
4543,0,driver left car suspect kidnapped forced gunpoint drive durham
4544,1,pge belchatow runs gw belchatow coalfired power plant fortum intentions start ccs demonstration project jointly teollisuuden voima oyj tvo finnish utility jointly owned mw meripori coalfired facility
4545,1,chain trying cut costs pressuring vendors fitness equipment manufacturer precor slash prices
4546,1,biotie northamerican licensing partner somaxon pharmaceuticals started phase iiiii clinical study patients suffering pathological gambling pilot phase ii study nicotine addiction smoking cessation
4547,1,hour news try icis news wwwiciscom click trial icis news
4548,1,wore black beanietype cap black jacket
4549,0,administrators indicated need job cuts irish insurer months
4550,1,products low salt fat content
4551,0,total need staff cuts corresponds manyears
4552,1,according product manager lassi hietanen building power plant burns mixed waste helsinki good idea reduces production combined power plants using natural gas
4553,0,according scanfil demand telecommunications network products fluctuated significantly quarter situation expected remain unstable rest year
4554,0,finnair believes strike cause daily net losses excess eur mn canceled reservations passenger rerouting
4555,0,helsinki thomson financial shares closed little changed cargotec huhtamaki dropping sharply disappointing secondquarter reports
4556,0,airline estimated cancellation flights closure european airspace process recommencing traffic caused company loss eurm including costs stranded passengers accommodation
4557,0,announcement comes weeks key licensing agreement expires companies embroiled disagreement royalty payments texas instrument chips use qualcommpatented technology
4558,0,finland oppohjola s staff union boycotting group s insurance sales tasks company refused sale insurance account determining wages
4559,0,ruukki group calculates lost eur mn failed project
4560,0,samsung currently occupies place lost ground quarter dropping share overall
4561,0,baltimore police pension billion lost million madoff ponzi scheme
4562,0,vanhanen said strike extremely damaging participants reporters begin arrive finland oneday eu summit russian president vladimir putin lahti kilometers miles north helsinki
4563,0,small firms suffering moment likely money trouble added
4564,0,altogether finnair canceled flights strike
4565,0,operating result excluding oneoff items totaled eur mn compared eur mn continuing operations excluding oneoff items
4566,0,dealers said share largely hit investor disappointment refining margin just usd barrel quarter performance shipping unit saw ebit drop mln eur mln eur year amid fall volumes tanker rates
4567,0,making matters difficult company said grappling higher oil gas prices pushed cost energy raw materials transportation
4568,2,improved voice capabilities customers streamlined way comply recalls traceability requirements providing competitive advantage
4569,2,finnair able operate leisure flights despite strike
4570,1,business idea budget sport offer customers wide range highquality sports equipment clothing low prices company said
4571,1,headboxes equipped modern consistency control ensure cross machine profile plasterboard
4572,1,headboxes equipped modern consistency control ensure cross machine profile plasterboard company said statement received lesprom network
4573,0,small investors voiced fears shares end risk investors
4574,0,result burdened increased fixed costs associated operations china restructuring costs japan
4575,2,transaction mreal sappi signed longterm agreement supply pulp bctmp smaller services supplies
4576,1,sales cent finland cent abroad sales lifted strong growth sales russia lithuania
4577,1,asia earlier japan s nikkei index fell percent hong kong s hang seng index rose percent
4578,1,february finnish privacy security software developer tectia oyj hel tecv said wednesday set strategic business units managed security mobile authentication
4579,0,operating profit month period decreased eur m turnover increased eur m compared financial year
4580,0,operating profit month period decreased eur m net turnover increased eur m compared financial year
4581,0,operating profit month period decreased eur m net sales increased eur m compared financial year
4582,1,operating profit month period decreased eur m net sales increased eur m compared
4583,1,operating profit sixmonth period decreased eur m sales increased eur m compared corresponding period
4584,0,operating profit sixmonth period decreased eurm net sales increased eur m compared corresponding period
4585,0,operating profit threemonth period decreased eur m net sales increased eur m compared corresponding period
4586,0,half bank s operating profit fell eur mn eur mn net income increased eur mn eur mn half
4587,0,operating profit month period decreased eur m net sales increased eur m compared
4588,0,operating profit month period decreased eur m net sales increased eur m compared
4589,0,operating profit ninemonth period decreased eur m net sales increased eur m compared corresponding period
4590,0,comparable operating profit quarter decreased eurm sales increased eurm compared quarter
4591,0,earlier today geberit s finnish rival uponor oyj cut fullyear sales growth forecast pct pct blaming tough conditions germany currency factors
4592,2,fourth quarter atria s net loss shrank eur million eur million net sales contracted eur million eur million
4593,0,operating loss totalled eur mn profit eur mn half
4594,0,operating loss totalled eur mn profit eur mn
4595,0,pretax loss totaled eur mn profit eur mn
4596,0,group s operating loss eur mn profit eur mn
4597,0,finnish national carrier said net loss april june euro million net profit euro million year earlier
4598,0,generated operating loss eur mn profit eur mn
4599,1,highest growth china weakening demand continue north america upm said
4600,0,upm said lower net profit xac million million second quarter mainly impairment charges
4601,1,marubeni participated ghg green house gas emission reduction projects overseas obtained emissions credit projects provided japanese clients
4602,2,companies partner developing raiso s cholesterol lowering brand benecol
4603,1,consolidated unaudited results amanda capital ifrs reporting standards
4604,1,unaudited consolidated results aspocomp group ifrs reporting standards
4605,1,aspocomp group oyj stock exchange release december pm according disclosure received today aspocomp group oyj share henrik nyberg aspocomp group oyj s share capital votes decreased percent
4606,1,sales fell abroad increased finland
4607,0,association s data cover sales figures small local breweries sales imported beer products actual market shares members smaller given report
4608,1,total offers received contracting authority participating contract contract allotted affecto finland oy
4609,0,pm omx helsinki pct lower omx helsinki pct volume mln eur
4610,0,pm omx helsinki pct omx helsinki pct lower mln eur turnover
4611,1,compared ftse index fell points day relative price change
4612,1,elcoteq se europe s largest contract electronics maker set unit bangalore association avista advisory mumbai
4613,0,helsinki afx kci konecranes said franklin resources s share voting rights finnish cranes company fell week pct pct october
4614,0,januaryaugust imports sea container lorry trailer units fell exports corresponding period
4615,1,liora s got brandnew bag
4616,0,airline s share price closed slightly xac helsinki
4617,0,omx helsinki ended pct lower omx helsinki pct bln eur turnover
4618,1,podcast sees harple provide lowdown gypsii s platform takes s location demographic information produce contextual index world
4619,0,information released september nokia s american depositary shares fell
4620,1,finnish shares traded stora enso closed pct lower eur upmkymmene pct eur metso pct eur
4621,0,finnish construction company yit reducing number startups marketfinanced residential units previously announced
4622,0,huhtamaki market s biggest faller pct lower eur omx helsinki pct higher omx helsinki pct
4623,0,pm omx helsinki index pct lower
4624,0,close omx helsinki pct lower points omx helsinki pct points bln eur turnover
4625,1,body credit falls february
4626,0,capacity ease seikku sawmill pori alholma sawmill pietarsaari result people laid weeks starting midmay said
4627,1,previously ordered sets start producing electricity end october said
4628,1,sales local currencies decreased percent number subscribers rose million total million end fourth quarter company said
4629,0,company confirmed estimate lower revenue yearago eur million usd m given interim report august
4630,0,company expects net sales remain level
4631,0,measures result decreased demand technical design product information
4632,0,omx nordic omxn index comprising traded nordic stocks nasdaq omx exchange closed points thursday
4633,0,repurchases shall decrease distributable capital reserves
4634,0,net sales period expected fall year result nonrecurring items expected red
4635,0,finland bank land reports operating profit fell eur mn second quarter eur mn second quarter
4636,0,budapest august mti finnish electronics maker elcoteq lay workers plants pecs s hungary end september falling orders communications director elcoteq s local unit zoltan krippl told mti monday
4637,0,earnings share eps decreased eur eur
4638,0,finnair s tallinnbased subsidiary aero carried passengers decline routes helsinki baltic capitals southern finland
4639,0,helsinki afx kesko corp expected report lower second quarter eps today tax charges earnings lines seen higher yearonyear analysts said
4640,0,q bank land s net income weakened eur mn
4641,0,adpnews aug finnish media group ilkkayhtyma oyj hel ilks said today net profit fell year eur million usd m half
4642,0,operating profit lower outlook published earlier
4643,0,operating profit continuing operations fell eur mn eur mn half
4644,0,revenue quarter totaled billion percent billion fourth quarter
4645,0,sampo bank s market share lending quarter
4646,0,sanoma news advertising sales decreased year
4647,0,october finnish environmental management company lassila tikanoja oyj hel latv lt said today net profit declined eur m months eur m period year earlier
4648,0,finnish bank land reports operating profit fell eur mn quarter eur mn quarter
4649,0,finnish bank land reports operating profit eur mn quarter eur mn corresponding period
4650,0,finnish electronics contract manufacturer scanfil reports net sales eur mn eur mn
4651,0,finnish electronics contract manufacturer scanfil reports net sales eur mn second quarter eur mn year earlier
4652,0,finnish exel composites technology company designs manufactures markets composite profiles tubes various industrial applications reports net sales decreased second quarter eur mn eur mn corresponding period
4653,0,finnish geosentric s net sales decreased eur januarymarch
4654,0,finnish kemira s net sales eur decreased eur mn januaryjune eur mn januaryjune
4655,0,finnish plumbing heating systems supplier uponor s net sales continuing operations decreased eur mn eur mn
4656,0,finnish plumbing heating systems supplier uponor s net sales continuing business operations decreased eur mn julyseptember compared eur mn quarter
4657,0,finnish scanfil contract manufacturer systems supplier communication industrial electronics reports net sales eur mn half eur mn year earlier
4658,0,finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales totalled eur mn half eur mn half
4659,0,finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales eur mn quarter cent smaller corresponding period
4660,0,finnish shipping company finnlines grimaldi group reports net sales decreased eur mn januaryjune eur mn corresponding period
4661,0,cargo traffic fell yearonyear tonnes september
4662,0,cash flow investments amounted eurm eurm
4663,0,cocacola market leader manufacturers market share corresponding period
4664,0,comparable operating profit decreased eur mn eur mn corresponding period
4665,0,consolidated operating profit continuing operations decreased eur mn eur mn
4666,0,consolidated pretax profit decreased eur mn eur mn
4667,0,device volume area decreased mn units
4668,0,diluted earnings share eps declined eur eur
4669,0,diluted earnings share eps fell eur eur
4670,0,eur m h august finnish media group ilkkayhtyma oyj hel ilks said today net profit fell year eur m half
4671,0,earnings share eps amounted eur eur
4672,0,earnings share eps decreased eur eur
4673,0,earnings share eps half amounted eur eur year ago
4674,0,finnair s total traffic decreased terms revenue passenger kilometres
4675,0,finnish business software group affectogenimap oyj said net profit halved mln euro mln months mln euro mln period
4676,0,finnish financial software solutions developer basware oyj said net profit fell euro mln quarter mln euro mln year earlier
4677,0,finnish glass technology company glaston oyj abp net profit decreased mln euro mln months mln euro mln period
4678,0,finnish management software solutions provider ixonos oyj net profit decreased euro quarter euro mln period
4679,0,finnish media company talentum oyj s net profit decreased mln euro mln quarter mln euro mln period
4680,0,finnish metal products company componenta oyj net profit went slightly mln euro mln half mln euro mln period
4681,0,separate announcement helsinki stock exchange atria revealed company s quarter profits declined eur m quarter year eur m year s q
4682,0,fourth quarter net sales decreased eur mn eur mn fourth quarter
4683,0,insurer axa par cs slid eur citigroup ing slashed targets stock
4684,0,adp news feb finnish wood products technology supplier raute oyj hel rutav said today net profit decreased eur million usd m eur million
4685,0,adp news feb finnish construction company lemminkainen oyj hel lems said today net profit decreased eur million usd m eur million
4686,0,adp news feb finnish broadband data communication systems solutions company teleste oyj hel tltv said today net profit decreased eur million usd m eur million
4687,0,adp news jan finnish mobile phones maker nokia oyj omx nokv said today operating profit decreased eur billion usd bn eur billion
4688,0,adpnews finnish cutlery hand tools maker fiskars oyj abp hel fisas said today net profit declined eur million usd m quarter eur million correspond
4689,0,adpnews oct finlandbased consultancy tieto oyj hel tiev said today net profit plunged eur million usd m months eur million period o
4690,0,market share decreased route helsinki finland tallinn estonia percentage points
4691,0,net profit fell half â million â million end
4692,0,net profit months march fell xac million million xac million year earlier finnish company said
4693,0,net sales decreased eur mn eur mn corresponding period
4694,0,net sales decreased eur mn eur mn corresponding period
4695,0,net sales fell quarter eur mn
4696,0,net sales fell previous accounting period
4697,0,net sales kyro s main business area glaston technologies manufacturer glass processing machines decreased eur mn eur mn januaryseptember
4698,0,operating profit decreased eur mn eur mn
4699,0,operating profit fell eur mn second quarter eur mn second quarter
4700,0,operating profit fell eur mn eur mn
4701,0,operating profit fell eur mn eur mn
4702,0,operating profit fell eur mn eur mn
4703,0,operating profit fell eur mn eur mn quarter
4704,0,orion s net profit quarter decreased mln euro mln mln euro mln year earlier
4705,0,pretax profit decreased eur mn eur mn
4706,0,pretax profit decreased eur mn eur mn fourth quarter
4707,0,pretax profit totaled eur mn eur mn
4708,0,prices delivery volumes broadband products decreased significantly
4709,0,profit period fell eur mn eur mn januaryseptember
4710,0,profit period totalled eur mn eur mn corresponding period
4711,0,profit period totalled eur mn eur mn quarter
4712,0,revenue quarter fell percent euro billion compared year earlier
4713,0,srv lowered net sales estimate uncertainties housing sales
4714,0,stora enso oyj said secondquarter result fall half compared period
4715,0,subscription sales decreased slightly
4716,0,company confirmed estimate lower revenue yearago eur m given interim report august
4717,0,company said fall turnover planned
4718,0,department store division s sales fell eur mn
4719,0,fair value company s investment properties went eur billion end eur billion year earlier
4720,0,fair value company s investment properties went eur bn end september eur bn year earlier
4721,0,group s order portfolio decreased eur mn eur mn
4722,0,net sales decreased eur million eur million
4723,0,sales tiimari segment fell yearonyear eur m june
4724,0,finnish electronics contract manufacturer scanfil net sales eur mn quarter eur mn year
4725,0,alma media s operating profit amounted eur mn eur mn year earlier
4726,0,commission income decreased eur mn compared eur mn quarter
4727,0,commission income fell eur mn eur mn corresponding period
4728,0,export declined percent million liters
4729,0,exports goods fell imports
4730,0,finnish developer manufacturer mobile phone chargers salcomp plc omx helsinki salv wednesday november lowered fullyear net sales estimate
4731,0,finnish investment group norvestia oyj said net profit fell mln euro mln mln euro mln
4732,0,group ebit half eur m m falling short eur m posted period
4733,0,market share shrank cent cent year earlier
4734,0,company saw net profit quarter eur million eur million corresponding period
4735,0,company saw net profit quarter eur m eur m corresponding period
4736,0,net sales declined eur million eur billion
4737,0,food trade sales amounted eur m decline
4738,0,januarynovember group s sales totalled eur mn drop period
4739,0,julyseptember konecranes sales decreased eur mn eur mn julyseptember
4740,0,sales volume cocacola s market share decreased
4741,0,september market declined percent yearonyear million liters
4742,0,baltic countries development operations reorganisation continued nonrecurring items related takeover process lowered earnings
4743,0,baltic countries sales fell russia terms euros terms local currency
4744,0,baltic countries sales fell
4745,0,nokia s shares percent lower gmt
4746,0,nokia shares hit euros friday percent start year slow introduction touchscreen models
4747,0,operating profit decreased eur mn eur mn
4748,0,operating profit decreased nearly eur mn
4749,0,operating profit fell eur mn eur mn second quarter
4750,0,operating profit fourth quarter fell eurm eurm year earlier
4751,0,operating profit totaled eur mn eur mn corresponding period
4752,0,operating profit totaled eur mn eur mn corresponding period
4753,0,operating profit totaled eur mn eur mn
4754,0,operating profit totalled eur mn eur mn quarter
4755,0,operating profit totalled eur mn eur mn year earlier
4756,0,operating profit totalled eur mn eur mn half
4757,0,operating profit totalled eur mn eur mn year
4758,0,operating profit eur mn eur mn
4759,0,profit period eur mn eur mn
4760,0,revenue slightly xac million million compared xac million year earlier
4761,0,sales tiimari business went eur million gallerix stores saw growth eur million
4762,0,sales seppala diminished cent
4763,0,talentum s net sales september smaller expected
4764,0,company s previous estimate lower revenue yearago eur million
4765,0,company s profit totaled ls h yearonyear
4766,0,company said sales months end march slid eur m m eur m year
4767,0,operating margin came
4768,0,operating margin aker yards cruise ferries division went quarter
4769,0,terms aforementioned funding considerably bank s current cds levels market maturity ranging years
4770,0,total capital funds managed bank decreased eur mn end september
4771,0,upm stock fell percent euro early afternoon trading helsinki
4772,0,yit s baltic sales quarters totaled million euros representing drop percent year year
4773,2,according company operating profit excluding nonrecurring items fourth quarter significantly better expected better figures fourth quarter
4774,2,extremely delighted project continuation cooperation viking line
4775,2,apartment block welllocated easy reach city center close school kindergarten
4776,1,share issue derogating preemptive right shareholders comprising million new shares market price offered subscription shareholders holders capital notes professional clients
4777,1,eb tough voip designed fulfill communications needs military units continue strive achieving goal mikko viitaniemi eb elektrobit defense products wireless solutions senior manager said statement
4778,1,low energy consumption flexible loading just advantages chf pro
4779,1,antibody administered repeated doses mgkg generally tolerated pharmacokinetic characteristics btt psoriasis patients consistent observed previously completed study rheumatoid arthritis ra patients
4780,2,antibody given repeated doses mgkg generally tolerated pharmacokinetic characteristics btt psoriasis patients consistent observed previously completed study rheumatoid arthritis ra patients
4781,0,adpnews sep finnish silicon wafers maker okmetic oyj hel okmv said reduce number clerical workers worldwide result personnel negotiations completed today
4782,0,demand fireplace products lower expected especially germany
4783,0,currently company foresees pretax profit remain level reached eur usd compared previous projections slightly better pretax profit
4784,0,orders received period review fell quarteronquarter eur million recorded second quarter
4785,0,announcement pushed freenet shares eur frankfurt trade eur investors gave hope united internet ag drillisch pursue takeover breakup freenet
4786,2,danske bank danske dc jumped percent kroner rebounding yesterday s percent slide
4787,2,superior customer centricity expertise digital services set apart competitors
4788,0,according company addition normal seasonal fluctuation market situation weakened autumn
4789,0,changes market situation tougher price competition substantially reduced demand bread packaging manufactured kauhava plant according company
4790,0,building home improvement trade sales decreased totalling eur mn
4791,0,building home improvement trade net sales totalled eur mn eur mn year earlier
4792,0,building home improvement trade sales decreased eur mn
4793,0,finnish suominen corporation makes wipes nonwovens flexible packaging expects changes market situation reduce sales suominen s nonwovens wet wipes previously estimated volumes
4794,1,hull vessel built block time ruukki delivered plate material block construction progressed
4795,0,net sales fiscal year lower operating profit estimated negative
4796,0,sales unit slumped year industry hit poor snowfall major resorts winter
4797,0,steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand products customers increasingly difficult fund operations
4798,0,nokia s share price fell percent euros helsinki siemens shares fell percent euros frankfurt
4799,0,february elcoteq group sold st petersburg facility according unconfirmed information reason supply problems russian customs service
4800,0,operating profit declined mainly increased cost wood recycled fiber strengthened euro
4801,0,operating profit fourth quarter went eurm eur m corresponding period included costs growth projects
4802,1,manager critical politicians failure differentiate beleaguered european financial institutions skandinavian banks sailed crisis issues
4803,0,upmkymmene corp world s largest maker magazine paper tuesday reported percent profit drop lower paper prices higher costs strong euro hurt revenue
4804,1,finland launch tiein sales g mobile phones did cause dramatic rush mobile retail outlets days
4805,1,m sure s happening
4806,1,space blond wood floors unlike rest store notably scandinavian vibe
4807,1,winner does present win
4808,0,bosse added trygvesta does financial strength acquire entire unit
4809,1,pentikæinen emphasises internet contents media houses provide free forever
4810,0,finnish meat company atria longer promise sufficient domestic beef customers
4811,0,thanks internet consumers compare products previously finnish companies competitive
4812,1,expenditures justified pass budget approval hurdles believe rop model help make easier security practitioners make business case acquiring enabling security technologies related control activities
4813,0,capital expenditure energy efficiency unfortunately fallen decline economy
4814,0,rapid decrease net sales personnel reductions carried wider scale initially expected
4815,0,operating profit excluding nonrecurring items decreased eur mn eur mn representing net sales
4816,0,finnish waste management cleaning group lassila tikanoja oyj lt net profit went mln euro mln mln euro mln
4817,0,qualcomm estimated firstquarter profit cents share excluding certain items analyst estimate cents share
4818,0,finnishswedish stora enso does understand decision issued federal judge brazil concerning stora enso s associated pulp company veracel
4819,1,development allowed ruin print newspaper continues sanoma news main medium
4820,1,depositor preference finland senior debt deposits rank par taken consideration agency added
4821,0,operating margin slipped dragged poor performance enterprise solutions
4822,2,target net sales set eur bn target return investment
4823,1,holds percent outokumpu s shares voting rights lawmakers gave permission reduce stake percent
4824,0,result transactions aggregate holdings burrill life sciences capital fund lp decreased cent total number shares votes company
4825,0,notified result company issuing new shares directed offering joint holdings pequot decreased total number shares votes company
4826,1,mobile communication wireless broadband provider nokia nyse nok today set new financial targets forecasts nokia mobile device industry nokia siemens networks mobile fixed infrastructure related services market
4827,0,external net sales printing business fell partly termination printing contract ilkkayhtyma s printing house iprint oy sector player hss media ab december fall printing prices
4828,0,sevenmonth sales ragutis controlled finnish brewery olvi declined percent million liters company held percent market
4829,0,omx helsinki index pct lower omx helsinki cap portfolio index pct
4830,0,omx helsinki index pct turnover mln eur
4831,0,repeats sees operating profit yy reporting helsinki newsroom keywords tecnomenresults
4832,0,comparable operating profit totaled eur mn eur mn corresponding period representing net sales
4833,0,finland s hobby hall s sales decreased international sales fell
4834,0,hobby hall s sales decrease pct implementing new information involved changing principal posting sales
4835,0,baltic states company reports net sales eur mn eur mn operative ebit eur mn eur mn
4836,0,operating profits half m m glisten invested brand management team
4837,0,sales finland decreased international sales decreased terms euros terms local currencies
4838,0,company said comparable operating profit januaryjune period fell short year s corresponding performance
4839,0,operating result month period decreased profit eur m turnover decreased eur m compared
4840,0,helsinki thomson financial shares cargotec fell sharply early afternoon trade cargo handling group posted surprise drop apriljune profits overshadowed large number new orders received months
4841,0,london marketwatch share prices ended lower london monday rebound bank stocks failed offset broader weakness ftse
4842,1,rinkuskiai s beer sales fell cent million litres kauno alus beer sales jumped cent million litres
4843,0,operating profit fell eur mn eur mn including vessel sales gain eur mn
4844,0,net sales paper segment decreased eur mn second quarter eur mn second quarter operating profit excluding nonrecurring items rose eur mn eur mn
4845,0,sales finland decreased january sales outside finland dropped
0,1,{'According to the plans of the company gran production russia enterprise growth'}
0,1,"{""['Technology plans develop steps surface square meters order host companies working on IT technologies telecommunications declaration']""}"
0,0,{'The international enterprise of the electronics industry elcoteq has put dozens of high-level employees installation in contrast to previous layoffs company contracts grades office employees postimes reported daily'}
0,2,{'A new production plant increases the capacity to respond to the expected increase in demand improves the use of raw materials increases the profitability of production'}
0,2,"{""['According to the company updated strategy years basware long-term goals net sales growth range operating profit margin net sales']""}"
0,2,"{""['Financing growth aspocomp aspocomp aggressively pursue its growth strategy increasingly focusing on technologically demanding hdi printed circuits']""}"
0,2,{'(i) (ii) (iii) (iv) (iv) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v) (v)'}
0,2,{'Quarterly net sales increased by operating profit'}
0,2,{'Short-term interest rates (in %)'}
0,2,{'Aggregate operating profit for net sales'}
0,2,{'Teliasonera tlsn has declared the strategy of the supply line increase the basic property companies participations strengthen eesti telekom offer customers'}
0,2,"{""['Stora enso norske skog real upmkymmene credit swiss boston cfsb shares with fair value raised the largest Nordic forest groups']""}"
0,2,{'Agreement of purchase tons gasoline delivery hamina terminal finland signed oyj oil medium flats index september plus dollars months'}
0,2,{'Finnish talentum earns operating profit increased net sales totaled mn mn'}
0,2,{'Sales in the clothing retail chain increased in the same way as in the rest of the world.'}
0,2,"{""Consolidated net sales have increased the scope of operating profit as compared to the previous year's loss""}"
0,2,"{""['The foundry division reports that sales have increased in the corresponding period sales machinery shop division increased in the corresponding period']""}"
0,2,"{""['Helsinki afx shares closed higher led nokia has announced plans team sanyo manufacturing g combined pneumatic nokian fourth trimester profit ratio beat analysts expectations dealers said']""}"
0,2,"{""Incap service manufacturing contract Pvt subsidiary incap company finland provides double revenue']""}"
0,2,"{""['The directors of the board propose dividend against the share paid']""}"
0,2,{'The income based on the tree of life increased the average margins at the end of the year'}
0,2,{'Filippova trilateral agreement investment construction technology park st petersburg signed course forum days open Russian economy helsinki today'}
0,2,"{""According to teliasonera estimates, the megafon subscriber base increased by millions of users in December, customers' market share rose late.""}"
0,2,"{""('Net income life insurance doubled' net income non-life insurance rose ir corresponding period')""}"
0,2,{'Net sales increased in the same way as in the other Member States.'}
0,2,"{""['Net sales jumped to a high level,' he said,'sales have come to acquisitions']""}"
0,2,{'The operating profit of the Nordea Group increased per cent per year billion euros total turnover per 100 billion euros'}
0,2,{'Operating profit over nine months Increase in net sales Increase in sales compared to the corresponding period'}
0,2,{'Operating profit over nine months Increase in net sales Increase in sales compared to the corresponding period'}
0,2,{'Operating profit three-month period increase in turnover increase in turnover compared to the corresponding period'}
0,2,"{""[' Brazilian unit Finish Security solutions supplier fsecure signed new customers online year new source web reseller city commercial division director vladimir brado dire']""}"
0,2,{'Company net profit increased year million euros sales million euros year company said earlier'}
0,2,{'Lithuanian beer market million liters increase January percent appears year more Lithuanian brewers association reporting member results'}
0,2,"{""['Increase in cargo volume of cargo units of the Viking line']""}"
0,2,{'The portfolio of fair value assets has doubled the result of the acquisition of kapiteteli to a total of eur million'}
0,2,"{""['Finnish media company february sanoma oyj hel saav said yesterday profit tripled eur m has announced proposal increased payment']""}"
0,2,{'Helsinki eliiv reported today eps eur increase eps eur'}
0,2,"{""['Aspo plc stock exchange release February esl shipment aspo group signed new long term contract rautaruukki society marine transport raw materials Baltic Sea']""}"
0,2,"{""['Increase in the volume of loans to commissions']""}"
