Class,News,News
negative,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .","Net sales for the 2006 financial year is expected to amount to around 20 million euros and the operating results should be a loss, as previously announced."
negative,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,The loss of operations totaled 25 million euros compared to a profit of 63 million euros during the corresponding period in 2005.
negative,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .","The production levels were agreed with producers a long time ago, so a drop in consumption will result in losses."
negative,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,The return on investment in investment was 4.1% against 43.8% in the first half of 2008.
negative,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .","SSH Communications Security Corp Stock Exchange October 14, 2008 at 2:45 p.m., the company updates its prospects for the full year and estimates that its results remain at a loss for the full year."
negative,"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .","The sale will result in a capital loss of 5 million euros for Solitium, which obtained Tikkurila shares in March 2010."
neutral,- The Group -“ s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,"- The group - ""The result before taxes was a loss of 0.6 and +0.6 million euros."
negative,- The Group -“ s result before taxes was EUR -1.9 ( -3.0 ) million .,"- The group - ""The result before taxes was -1.9 (-3.0) million euros."
negative,"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .","-Group sales during the period were 37.5 million euros (48.2 million euros, 1-9/2008) and the result before taxes was a loss of -3.5 ( +1.2) million euros."
neutral,The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,"The fair value of the investment properties was 2,251.0 EUR (1,281.4) million."
negative,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .","A total of 16.5 minutes of passenger passengers took place in the Baltic Sea of ​​the North in 2007, slightly down 16.5 minutes in 2006."
negative,Finnish media group Talentum has issued a profit warning .,The Finnish media group Talentum has issued a profit warning.
negative,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .","The loss of pre-taxes of the Finnish Finnish navigation company totaled 6.5 minutes in the third quarter of 2009, against a profit of 0.3 minutes in the third quarter of 2008."
negative,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .","In Finland, the city of Forssa said that it would not pay compensation to companies in the HK Ruokatalo and Atria for the lava leak in tap water that occurred in March 2008."
negative,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .","Acando AB (Acanb SS) fell 8.9% to 13.35 kronor, the lowest closure since December 11."
neutral,"According shipping company Viking Line , the EU decision will have a significant financial impact .","According to the Maritime Company Viking Line, EU's decision will have a significant financial impact."
negative,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .","According to CEO Matti Perkonoja of the parent company HKSCAN, the performance of the company in the first quarter of 2010 remained clearly below the level of the corresponding period in 2009."
neutral,"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .","At one point in 2010, all distinct corporate names, such as Palmberg, Tekmanni, Lemcon, Forssan Betoni, Suonenjoen Betonitote, among others, will disappear."
negative,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .","Cencorp net sales in the first quarter are estimated at 0.9 to 1.2 million euros, compared to 4.5 million euros in the first quarter of 2008."
negative,Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,The profit diluted by action (BPA) was 0.25 EUR against 0.42 EUR.
negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,Action profit (BPA) amounted to a loss of 0.05 EUR.
negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,Action profit (BPA) amounted to a loss of 0.38 EUR.
negative,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,Action profit (BPA) amounted to a loss of 0.06 EUR.
negative,Earnings per share were at loss of EUR0 .24 .,The profit per share was at a loss of 0.24 EUR.
negative,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,The spending ratio was 102.6% against 92.9% during the corresponding period in 2005.
negative,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,"The developer of Finnish automation solutions Cencorp Corporation (OMX Helsinki: CNC1V) issued a profit warning for the third quarter of 2008 on Thursday, September 18)."
neutral,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,The developer of Finnish automation solutions Cencorp Corporation (OMX Helsinki: CNC1V) reported on Thursday November 6 an operating loss of 1.3 m euros on net sales of 11.9 m euros for the period of January to September 2008.
negative,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,Finnish Communication Electronics Components The supplier Scanfil Oyj on Tuesday said that sales in the first half of 2006 will be 15% lower than those during the same period a year ago.
negative,Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,The Finnish group of the Forest industry Stora Enso Oyj issued a profit warning for the first quarter of 2008 on Thursday (20).
neutral,Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,The Finnish retailer for decoration and crafts of the house and crafts Tiimari PLC (OMX Helsinki: TII1V) declared on Monday August 18 an operating loss of 3.3 m euros on net sales of 33.9 M euros for the January-June 2008 period.
negative,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,"The Finnish technology company Raute Corporation (OMX Helsinki: Rutav) issued a profit warning on Tuesday, September 23 for the 2008 financial year."
neutral,He said : `` It is for sale again and we will be actively marketing it .,He said: `` It is again for sale and we will actively market it.
negative,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .","In the first quarter of 2009, the operating loss of the company totaled 0.3 minutes, against a profit of 3.6 mins in the first quarter of 2008."
negative,"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .","During the report period, EPS was 0.07 EUR against 0 .11."
negative,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .","Last year, 8.3 million passengers stole the airline, down 4% compared to 2007."
negative,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .","The loss after the financial elements totaled 9.7 minutes, against a profit of 1.3 minutes EUR during the corresponding period in 2008."
negative,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,The loss for the period totaled 15.6 minutes compared to a profit of 6.3 minutes in 2008.
negative,"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .","Myllykoski, with a paper factory in Finland, one in the United States and three in Germany, had income of 286 million euros in the first half of 2010 and an operating loss of 12 million euros, said Reuters ."
neutral,Net loss in the same period in 2009 was euro18 .6 million .,The net loss during the same period in 2009 was 18 million euros .6 million.
negative,Nokia Siemens Networks has struggled to make a profit in the past two years .,Nokia Siemens Networks has struggled to make a profit in the past two years.
negative,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,"The loss of operations amounted to 0.9 minutes in the first half of 2006, against a profit of 0.5 minutes of euros in the first half of 2005."
negative,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .","The loss of operation of the unit of paste and paper machines exceeded 3 million euros in September 2007 to August 2008, against a profit of 3.7 minutes a year earlier."
negative,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,The loss of operations totaled 0.3 minutes compared to a profit of 2.2 minutes EUR during the corresponding period in 2007.
negative,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .","The loss of operations totaled 0.8 minutes, against a profit of 0.5 minutes."
negative,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .","The loss of operations totaled 12.7 minutes, against a profit of 17.7 minutes of euros in the first half of 2008."
negative,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .","The loss of operations totaled 3.2 minutes, against a profit of 7.2 minutes in the third quarter of 2008."
negative,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .","The loss of operations totaled 4.0 minutes EUR, against a profit of 8.6 mins in the second quarter of 2008."
negative,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .","The operating loss totaled 5.2 minutes EUR, against a loss of EUR 3.4 mins during the corresponding period in 2008-2009."
negative,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .","The operating profit before non -recurring items was 8.3 minutes in the first nine months of 2008, against 8.4 euros during the corresponding period in 2007."
negative,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,The loss of pre-taxes totaled 117 million euros compared to a loss of 65 million euros during the corresponding period.
negative,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,The loss before taxes totaled 162.3 minutes compared to a profit of 253.5 minutes in 2007.
negative,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .","The loss of pre-taxes totaled 49.9 minutes, compared to a loss of 15.4 minutes of euros during the corresponding period in 2008."
negative,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,The front tax profit totaled 4.9 minutes against 5.2 minutes in the first quarter of 2005.
negative,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .","The edition of the operating loss of Sweden was 1.1 minutes EUR in the first quarter of 2009, against a profit of 0.6 minutes a year ago."
positive,Raisio 's malting capacity was in full use in 2008 .,Raisio's malfying capacity was fully used in 2008.
negative,"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .","The prices of raw materials have jumped in the past year, supplied in part due to the rapid industrialization of China, India and other developing countries."
negative,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,Rivals say that Qualcomm has fewer patents on 3G phones than on previous versions and should reduce its prices.
negative,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,The company today declared an operating loss of 0.1 M euros on net sales of 4.5 million euros for the first quarter of 2008.
negative,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .","The annual loss of the company amounted to 18mn EEK, compared to a profit of 7.3 minutes EEK in 2008."
negative,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .","The variation in the fair value of investment properties was 15.8 minutes, compared to 22.9 mins in the third quarter of 2009."
neutral,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,The impact of the cable cable cable at TELESTE net sales in 2009 is estimated at 4 million euros.
negative,The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,The title was affected by the profit warning of the Finnish rival Rautaruukki Oyj (OMX: RTRKS).
negative,Finnish Bank of +_land +_landsbanken has issued a profit warning .,The Finnish bank of + _land + _LandsBanken issued a profit warning.
negative,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,The manufacturer of Finnish Forest Machines Ponsse issued a profit warning.
negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .","The manufacturer of printing paper supported by Cerberus Capital Management, NewPage Corp., published results mixed in the second quarter, throwing a cloud on his first public call in public."
negative,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .","The Finnish EMS Company Elcoteq electronic manufacturing services displayed a net loss of 66.4 mln Euro 91.2 mln for the first half of 2007, against a net profit of 7.1 mln Euro 9.8 MLN for the same period from 2006."
negative,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,"Finnish laboratory handling and diagnostic test systems Biohit Oyj OMX Helsinki: BIOBV issued on Tuesday, June 3, a profit warning for the 2008 financial year."
negative,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,The Finnish retail software developer Aldata Solution Oyj declared a net loss of 11.7 mln Euro 17.2 mln for 2007 against a net profit of 2.5 mln Euro 3.7 MLN for 2006.
negative,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .","The Finnish group of textiles and clothing Marimekko Oyj posted a net profit of 7.99 mln Euro 10.4 mln for 2006, against 8.4 mln Euro 10.9 MLN for 2005."
negative,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .","In 2009, the net loss of Stora Enso was 879.7 million euros, compared to 673.4 million euros the previous year."
negative,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .","In January-June 2010, the loss diluted per share was 0 to 0.3 EUR against 0.1 euros in the first half of 2009."
negative,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .","In October, UPM declared a net loss in the third quarter of 86 million euros of $ 110 million compared to a net profit of 120 million euros in 2007."
negative,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,The loss of operations amounted to 0.7 minutes from a profit of 0.8 minutes EUR in the second quarter of 2005.
negative,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .","The operating loss before non -recurrent elements was 0.9 minutes of euros, against a profit of 11.5 minutes in 2008."
negative,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .","The operating profit margin was 8.3%, compared to 11.8% a year earlier."
negative,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,"The operating profit was 1.6 minutes EUR in 2005, compared to 5.9 mins in 2004."
negative,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .","The operating profit showed a loss of 2.9 minutes EUR, while a year earlier, it showed a profit of 0.6 mins."
negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,Performance in 2006 was affected by the tendency to consolidate the telecommunications sector and the overall and structural changes in the contract of contract manufacturing in telecommunications technology and industrial electronics.
negative,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .","Salcomp Oyj, the Finnish Mobilers Charging Manufacturer, posted a loss of 1.49 million euros in the second quarter on Monday, against 1.70 million profits during the same period in the previous year."
negative,Scanfil has also issued a profit warning .,Scanfil also issued a profit warning.
negative,Scanfil issued a profit warning on 10 April 2006 .,"Scanfil issued a profit warning on April 10, 2006."
negative,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .","The loss of operations amounted to 0.8 minutes of euros, against a profit of 3.9 minutes EUR a year earlier."
negative,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .","Equivalents in cash and cash of the end of the period totaled 6.5 million euros, compared to 10.5 million euros the previous year."
negative,"The poorest index figure was given to Finnish power company Fortum , 4.5 .","The smallest index figure was given to Finnish Power Company Fortum, 4.5."
negative,The real estate company posted a net loss of +ˆ x201a -õ 59.3 million +ˆ x201a -õ 0.21 per share compared with a net profit of +ˆ x201a -õ 31 million +ˆ x201a -õ 0.11 per share for the corresponding quarter of 2007 .,The real estate company has displayed a net loss of + ˆ x201A -õ 59.3 million + ˆ x201A -õ 0.21 per share compared to a net profit of + ˆ x201A -31 million + ˆ x201A -0 0.11 per Action for the corresponding quarter of the corresponding quarter of 2007.
negative,"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .","The situation of competition tightened on the production automation market affected net sales in 2006, said CENCORP."
negative,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .","Tietoenator fell 1.13 pct to 18.38, extending recent stockings after last week's second quarter report, dealerships said."
positive,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,"Operating profit excluding restructuring costs increased to 44.5 million euros, compared to 31.7 million euros, while operating profit, including restructuring costs, has shown growth still greater at 38.5 million euros compared to 7.4 million euros."
positive,"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''","Having an operation based on China will allow us not only to take advantage of our resources and expertise in wireless solutions, but also to strengthen our capacity to offer advanced products for our customers in China. ''"
positive,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .","Cost reduction measures, which have produced around 70 million euros in savings in the last nine months, have attenuated the loss of the airline, said Finnair."
positive,The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,Group turnover for full exercise should show a slight increase compared to the previous year.
positive,The talks are aimed at restructuring operations and cutting costs .,The talks are aimed at restructuring operations and reducing costs.
neutral,"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+Æki Oyj 's CEO Jukka Moisio .","`` This transaction supports Huhtamaki's strategic examination of rigid plastic consumer goods '', explains Jukka Moisio, CEO of Huhtam + æki Oyj."
positive,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .","The operating profit consolidated to the exclusion of punctual elements was 30.6 mins, compared to 29.6 minutes a year earlier."
positive,EBIT excluding non-recurring items was estimated to increase from 2009 .,The EBIT excluding non -recurring elements was estimated to increase compared to 2009.
neutral,"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .","In February 2011, the new wording of identity documents which makes mobile ID an electronic document approved by the State on February 1, 2011 entered into force."
positive,Lean System supports change management and component purchasing extremely well .,The Lean system supports change management and the purchase of components very well.
positive,Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,The operating profit excluding non -recurring items increased by 27% to 81.9 mins compared to 64.4 MN EUR during the corresponding period in 2008.
neutral,The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,The planned ethanol and energy production plant can operate in correlation with a waste processing unit or a paper plant.
positive,This transaction will also rationalize our pulp and paper industry related solutions .,This transaction will also ration our solutions related to the pasta and paper industry.
positive,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,The cash flows from commercial operations totaled 0.4 minutes compared to a negative of 15.5 minutes in the first half of 2008.
positive,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .","The cash flows from operations totaled 2.71 mins, compared to 0.83 minutes negative in the corresponding period in 2008."
positive,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .","The cash flows from operations totaled 7.4 mins, compared to 68.6 min negative in the second quarter of 2008."
positive,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .","EBIT excluding non -recurring elements, totaled 67.8 minutes, against 38.1 min."
positive,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .","The Finnish energy company Fortum Oyj said that on November 13, 2007, it had obtained an environmental permit to build a combined factory of CHP of heat and electricity with heat and power in the port of Vartan, in the 'is of Stockholm."
positive,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .","Following the transaction, Lundbeck has global rights for Nalmefene, excluding North America, Mexico, Turkey and South Zore."
positive,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,Nokia was up 0.12 pct at 16.70 EUR after launching in the morning in negative territory.
positive,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .","The return on investment was 5.0%, compared to 4.1% negative in 2009."
positive,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,The Helsinki district court rejected all accusations such as the first instance court in 2005.
positive,"Thus the method will cut working costs , and will fasten the planning and building processes .","Thus, the method will reduce the work costs and set the planning and construction processes."
positive,"By cutting the number of plants , the group will trim fixed costs .","By reducing the number of plants, the group will reduce the fixed costs."
neutral,Results are expected late in 2006 .,The results are expected at the end of 2006.
neutral,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .","The copy, republication or redistribution of the content of AFX news, including framing or similar means, is expressly prohibited without the prior written consent of AFX News."
neutral,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .","The company declared a profit of 800,000 euros (1.2 mln) on the sale of its subgroup of Varesvuo partners and a loss of $ 400,000,000 euros caused by the sale of its OY program production subsidiary Filitollisuus Fine AB."
negative,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .","So far, Norwegian Norske Skog has reduced staff levels for 1,000 people and plans to reduce the production by 200,000 tonnes in 2008, while Finnish Stora must reduce staff by 1,700 people and the production of 500,000 tons."
neutral,The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,The extracted filters are very high of clarity while the dried filter cakes meet the required transport humidity limits (TML) for their ore notes.
negative,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,"March 25, 2011 - The manufacturer of the Finnish electronics contract Scanfil Oyj Hel: SCF1V said today that his scanfil EMS Group merger plan in full with Ojala -Yhtyma Oy struck a hook, the shareholders of the national rival have rejected the agreement."
neutral,"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .","As part of its new strategy, Finnish Biohit plans to integrate its diagnostic activity into a separate limited company."
neutral,Finnish Benefon denies claims made in the press that the company is giving up its mobile handset business .,Finnish Benefon denies the complaints made in the press that the company abandons its activities of mobile handsets.
neutral,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .","After the split, the number of shares K will be 9,540,000 and the number of shares 26,885,540."
neutral,All reproduction for further distribution is prohibited .,Any reproduction for additional distribution is prohibited.
neutral,As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,"Consequently, the works council had withdrawn its petition to suspend the reorganization."
neutral,During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .,"During negotiations, a reduction of 21 people took place by natural redundancy or the termination of fixed -term contracts."
negative,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,Elisa CEO Sami Seppanen said that the Slogan of EMT `` the best coverage through Estonia '' clearly gives deceived information to consumers.
neutral,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .","Created in 1987, the SRV group is a private Finnish construction problem with operations in Finland, the Baltic countries and Russia."
negative,"In this case , the effect would be negative in Finland .","In this case, the effect would be negative in Finland."
neutral,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .","The estimated initial value of the contract was 250,000 euros, excluding VAT."
neutral,"It would be premature to talk about dates , volume and the investment procedure , '' he said .","It would be premature to talk about dates, volume and investment procedure, '' he said."
neutral,"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .","Mr. Clausen, however, refused to comment on the option that Nordea would consider buying at Citadelle Bank."
neutral,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,Nokia and Capcom have announced that Resident Evil Degeneration will be published on N-Gage later this year.
negative,Nokia will certainly disagree with Qualcomm 's views on the patent situation .,Nokia will certainly disagree with Qualcomm's opinions on the situation of patents.
neutral,Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,Olli-Pekka Kallasvuo was elected Vice-President of the Board of Directors.
neutral,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,Olli-Pekka Laine was appointed president and Erkki Pehu-Lehtonen as vice-president of the board of directors.
negative,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .","Eutokump steel in Tornio, Finland is the suspected source."
negative,Possible personnel reductions concern approximately 104 people .,Possible staff discounts relate to around 104 people.
neutral,Risk exposure by Non-life Insurance Moving 12-month Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,"Exposure to risks by non-durentry insurance moving expenses of 12 months by function in non-life insurance, excluding expenditure for investment management and expenses for other services rendered portfolio of non-insurance investment life by allowance"
neutral,"Secure your files online Like filling out a tax return , making a backup is boring .","Secure your files online as filling out a income declaration, making a backup is boring."
negative,"That 's what I go to bed worrying about every night , ' he said .","This is what I go to bed to worry every night, '' he said."
neutral,"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .","The challenge for the company, however, is to find new sources of raw materials, said Risto Rinne, CEO of Nest Oil."
negative,The company initially estimated that it would cut up to 30 jobs .,The company initially estimated that it would reduce up to 30 jobs.
neutral,"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .","The company will try to adapt the operations thanks to temporary layoffs of different duration, working time provisions, training and development efforts."
neutral,"The effect may remain short-lived , however .",The effect can however remain short -lived.
neutral,The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,The iPad application joins the iPhone application as part of the Monster mobile application range for job search.
neutral,The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,The problem appeared as part of the discussion with local municipalities concerning the sale of water to industrial facilities.
negative,The number of bodily injury cases quadrupled in 2000-2006 .,The number of cases of bodily injuries quadrupled in 2000-2006.
neutral,"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .","The purchase price will be paid in cash when the transaction is closed, scheduled for April 1, 2009."
neutral,"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .","The size of the extension, of which 18.5% has already been rented, will have a gross area of ​​approximately 2,830 m² 30,460 square feet."
neutral,The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,The Symbian Foundation plans to revise its procedures to test and sign a software after having digitally signed a Trojan for its Mobile phone operating system Symbian by mistake.
