,News
2573,"['stuk', 'today', 'service', 'house', 'expert', 'radiation', 'nuclear', 'safety', 'issue']"
3280,"['market', 'value', 'crane', 'usdm', 'reported', 'finnish', 'news', 'agency', 'stt']"
3186,"['company', 'doe', 'present', 'hold', 'share']"
2768,"['additionally', 'company', 'terminate', 'maximum', 'salaried', 'senior', 'salaried', 'employee', 'employment', 'contract']"
735,"['payment', 'million', 'litas', 'longterm', 'loan', 'provided', 'ragutis', 'majority', 'shareholder', 'estonia', 's', 'le', 'coq', 'added', 'loss']"
4563,"['small', 'firm', 'suffering', 'moment', 'likely', 'money', 'trouble', 'added']"
2106,"['finnish', 'technology', 'group', 'aspocomp', 'group', 'oyj', 'omx', 'helsinki', 'acgv', 'issued', 'quarter', 'report', 'thursday', 'november', 'posting', 'operating', 'profit', 'eur', 'm', 'compared', 'loss', 'eur', 'm', 'quarter']"
2679,"['share', 'subscribed', 'stock', 'option', 'registered', 'trade', 'register', 'january', 'date', 'new', 'share', 'establish', 'shareholder', 'right']"
3229,"['deal', 'includes', 'entire', 'personnel', 'planmill', 'oy', 'transfer', 'new', 'company', 'socalled', 'old', 'employee']"
2761,"['according', 'hk', 'ruokatalo', 'meat', 'used', 'company', 'come', 'finland']"
592,"['mr', 'priit', 'kasak', 'balti', 'metsamasina', 's', 'owner', 'said', 'rakverebased', 'company', 'wish', 'increase', 'valmet', 's', 'market', 'share', 'couple', 'year']"
1303,"['oriolakd', 'headquartered', 'espoo', 'finland', 'leading', 'distributor', 'pharmaceutical', 'healthcare', 'product', 'employee', 'nordic', 'baltic', 'country']"
1387,"['hayward', 'califbased', 'target', 'design', 'active', 'casual', 'dress', 'footwear', 'boot', 'sandal']"
4602,"['company', 'partner', 'developing', 'raiso', 's', 'cholesterol', 'lowering', 'brand', 'benecol']"
4390,"['capacity', 'cut', 'passenger', 'load', 'factor', 'percentage', 'point']"
3739,"['rubin', 'say', 'expects', 'capman', 'announce', 'additional', 'transaction']"
1890,"['stakeholder', 'comptel', 'involved', 'workshop', 'meeting', 'filed', 'comment', 'issue', 'greatest', 'importance', 'competitive', 'sector', 'industry']"
2987,"['main', 'business', 'area', 'glass', 'machinery', 'group', 'glaston', 'technology', 'global', 'market', 'leader', 'glass', 'processing', 'machine']"
4773,"['according', 'company', 'operating', 'profit', 'excluding', 'nonrecurring', 'item', 'fourth', 'quarter', 'significantly', 'better', 'expected', 'better', 'figure', 'fourth', 'quarter']"
3297,"['new', 'unit', 'largest', 'one', 'company']"
904,"['group', 's', 'cash', 'flow', 'operation', 'positive']"
4471,"['ideally', 'placed', 'position', 'tap', 'potential', 'clean', 'technology']"
1279,"['lkab', 'headquartered', 'lulea', 'sweden', 'hightech', 'mining', 'company', 'producing', 'upgraded', 'iron', 'ore', 'product', 'steel', 'industry']"
933,"['december', 'finnish', 'industrial', 'machinery', 'company', 'wartsila', 'oyj', 'abp', 'hel', 'wrtv', 'said', 'yesterday', 'won', 'order', 'design', 'liquefied', 'natural', 'gas', 'lng', 'powered', 'platform', 'supply', 'vessel', 'psv', 'norwegian', 'oil', 'service', 'provider', 'eidesvik', 'offshore', 'asa', 'osl', 'eiof']"
4751,"['operating', 'profit', 'totaled', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
2308,"['ebitda', 'eurm', 'compared', 'eurm', 'corresponding', 'ebitda', 'margin']"
1555,"['kaukopartio', 'oy', 'acquired', 'specialized', 'knowledge', 'far', 'eastern', 'operation', 'industrial', 'sourcing', 'service', 'core', 'competence']"
4397,"['finnair', 's', 'passenger', 'load', 'factor', 'measure', 'number', 'sold', 'seat', 'share', 'available', 'seat', 'dropped', 'percentage', 'point', 'september']"
3190,"['company', 'decided', 'stop', 'operation', 'ruukki', 'construction', 'division', 'latvia', 'lithuania', 'concentrate', 'production', 'logistics', 'parnu', 'estonia']"
4306,"['ogden', 'reportedly', 'shell', 'million']"
706,"['global', 'sport', 'equipment', 'maker', 'amer', 'sport', 'corp', 'brand', 'include', 'atomic', 'salomon', 'wilson', 'saw', 'percent', 'increase', 'thirdquarter', 'net', 'profit', 'euro', 'million', 'million', 'strong', 'sale', 'cost', 'cut']"
4550,"['product', 'low', 'salt', 'fat', 'content']"
3070,"['price', 'category', 'call', 'preferred', 'operator', 's', 'network', 'call', 'operator', 'network']"
745,"['term', 'profitability', 'earnings', 'best', 'year', 'history', 'chief', 'executive', 'velimatti', 'mattila', 'said']"
3594,"['following', 'acquisition', 'panostaja', 'establish', 'new', 'business', 'unit', 'focus', 'heat', 'treatment', 'metal']"
1939,"['sale', 'climbed', 'pct', 'bln', 'eur', 'surpassing', 'mln', 'eur', 'consensus', 'figure']"
4265,"['negotiation', 'concern', 'personnel', 'cencorp', 'corporation', 'singulase', 'oy', 'finland', 'sweden', 'company', 'said']"
2862,"['c', 'cabot', 'export', 'production', 'mainly', 'goodyear', 'bridgestone', 'michelin', 'plant', 'poland', 'germany', 's', 'michelin', 'italy', 's', 'pirelli', 'company', 's', 'logistics', 'center', 'paris', 'stefan', 'said']"
3786,"['company', 'divest', 'upm', 'fray', 'bentos', 'pulp', 'forestal', 'oriental', 'company', 'specialising', 'eucalyptus', 'cultivation']"
513,"['corresponding', 'increase', 'share', 'capital', 'eur', 'entered', 'trade', 'register', 'today']"
81,"['fuel', 'purchase', 'contract', 'signed', 'month', 'delivery', 'september', 'november']"
4823,"['hold', 'percent', 'outokumpu', 's', 'share', 'voting', 'right', 'lawmaker', 'gave', 'permission', 'reduce', 'stake', 'percent']"
1308,"['outotec', 'headquartered', 'espoo', 'finland', 'leading', 'provider', 'process', 'solution', 'technology', 'service', 'mining', 'metallurgical', 'industry']"
4411,"['nordic', 'bank', 'write', 'sizable', 'loan', 'latvia', 'swedbank', 'nordea', 'dnb', 'seb', 'reporting', 'combined', 'loss', 'excess', 'billion', 'period', 'backdrop', 'near', 'economic', 'meltdown', 'latvia']"
914,"['resulted', 'improved', 'sale', 'figure', 'sweden']"
3452,"['product', 'manufactured', 'finland', 'packed', 'country']"
3695,"['financial', 'pricing', 'detail', 'disclosed']"
4698,"['operating', 'profit', 'decreased', 'eur', 'mn', 'eur', 'mn']"
3156,"['acquisition', 'expected', 'place', 'end', 'august']"
2198,"['acquisition', 'boomeranger', 'boat', 'oy', 'line', 'solution', 'strategy', 'developing', 'business', 'company', 'acquisition']"
774,"['operating', 'profit', 'improved', 'eur', 'mn', 'eur', 'mn']"
329,"['eps', 'grew', 'eur', 'eur']"
2054,"['report', 'said', 'nokia', 's', 'operation', 'comprising', 'site', 'bochum', 'ulm', 'dusseldorf', 'munich', 'frankfurt', 'posted', 'operating', 'profit', 'mln', 'eur']"
2001,"['euro', 'million', 'investment', 'lewa', 'netted', 'deutsche', 'beteiligungs', 'euro', 'million']"
943,"['ceo', 'erkki', 'jærvinen', 'happy', 'company', 's', 'performance']"
822,"['estimated', 'pct', 'mobile', 'call', 'home', 'france', 'telecom', 'hope', 'pct', 'orange', 'client', 'sign', 'service', 'end']"
4391,"['present', 'trade', 'mark', 'pitprodukt', 'littleknown', 'outside', 'northwest', 'russia']"
909,"['party', 'agreed', 'option', 'allow', 'uh', 'extensively', 'implement', 'later', 'functionality', 'human', 'resource', 'management']"
2516,"['nastola', 'axe', 'job', 'february', 'finnish', 'wood', 'product', 'technology', 'firm', 'raute', 'oyj', 'hel', 'rutav', 'said', 'today', 'transfer', 'nastola', 'southern', 'finland', 'production', 'jyvaskyla', 'plant', 'affect', 'people']"
181,"['diluted', 'earnings', 'share', 'eps', 'rose', 'eur', 'versus', 'eur']"
164,"['operating', 'profit', 'net', 'sale', 'month', 'period', 'increased', 'respectively', 'eur', 'm', 'eur', 'm', 'compared']"
1523,"['finnish', 'diversified', 'holding', 'company', 'aspo', 'oyj', 'said', 'september', 'sell', 'finnish', 'tape', 'business', 'kaukomarkkinat', 'unit', 'local', 'oy', 'telpak', 'ab']"
451,"['company', 'committed', 'expanding', 'apollo', 'portfolio']"
2538,"['indepth', 'expertise', 'extends', 'field', 'energy', 'industry', 'urban', 'mobility', 'water', 'environment']"
3896,"['report', 'contains', 'category', 'level', 'company', 'brand', 'share', 'distribution', 'share', 'information']"
4631,"['measure', 'result', 'decreased', 'demand', 'technical', 'design', 'product', 'information']"
1311,"['performance', 'based', 'value', 'sustainability']"
3149,"['teollisuuden', 'voima', 'oyj', 'finnish', 'utility', 'known', 'tvo', 'said', 'shortlisted', 'mitsubishi', 'heavy', 's', 'euapwr', 'model', 'reactor', 'areva', 'toshiba', 'corp', 'ge', 'hitachi', 'nuclear', 'energy', 'korea', 'hydro', 'nuclear', 'power']"
1111,"['total', 'investment', 'vantaa', 'plant', 'extension', 'million', 'euro', 'okmetic', 's', 'share', 'investment', 'worth', 'million']"
4410,"['net', 'sale', 'eaten', 'weak', 'dollar']"
3489,"['come', 'decision', 'based', 'preliminary', 'economic', 'operational', 'environmental', 'finding', 'karvinen', 'said']"
1287,"['volunteer', 'fiskars', 'garden', 'tool', 'company', 'home', 'depot', 'nyse', 'hd', 'city', 'baltimore', 'neighborhood', 'working', 'right', 'create', 'garden', 'sanctuary', 'single', 'day']"
4020,"['finnish', 'forest', 'industry', 'group', 'stora', 'enso', 'oyj', 'issued', 'thursday', 'march', 'profit', 'warning', 'quarter']"
4505,"['september', 'finnish', 'waste', 'management', 'recycling', 'company', 'lassila', 'tikanoja', 'expands', 'operation', 'russia', 'introducing', 'recently', 'completed', 'recycling', 'plant', 'city', 'dubna', 'near', 'moscow']"
3680,"['recently', 'founded', 'virent', 'energy', 'system', 'person', 'catalytic', 'biofuels', 'company', 'president', 'ceo', 'led', 'company', 'multiple', 'financing', 'defined', 'company', 's', 'market', 'strategy', 'secured', 'company', 's', 'customer']"
4626,"['capacity', 'ease', 'seikku', 'sawmill', 'pori', 'alholma', 'sawmill', 'pietarsaari', 'result', 'people', 'laid', 'week', 'starting', 'midmay', 'said']"
4010,"['cencorp', 's', 'net', 'sale', 'quarter', 'estimated', 'eur', 'm', 'compared', 'eur', 'm', 'quarter']"
3300,"['number', 'magazine', 'newspaper', 'reader', 'remained', 'unchanged']"
3310,"['deal', 'process', 'crane', 'russian', 'steel', 'pntz', 'pervorouralsky', 'order', 'placed', 'turkish', 'construction', 'company', 'gama', 'endustri', 'tesisleri', 'imalat', 've', 'montaj']"
4419,"['operating', 'profit', 'excluding', 'nonrecurring', 'item', 'amounted', 'eur', 'mn', 'eur', 'mn', 'yearonyear']"
3125,"['mln', 'euro', 'mln', 'base', 'acquisition', 'price', 'paid', 'cash', 'rest', 'subscription', 'offering', 'total', 'new', 'ixonos', 'share']"
327,"['elisa', 'said', 'mobile', 'subscription', 'grew', 'percent', 'mainly', 'customer', 'adopting', 'socalled', 'generation', 'mobile', 'technology']"
1790,"['policy', 'aimed', 'making', 'company', 'profitable', 'competitive']"
2490,"['iso', 'omena', 'based', 'matinkyla', 'district', 'southern', 'city', 'espoo', 'southern', 'finland']"
2006,"['end', 'review', 'period', 'nordic', 'aluminium', 's', 'order', 'book', 'stood', 'eur', 'mn', 'compared', 'eur']"
2007,"['company', 'existing', 'investment', 'plan', 'coordinated']"
1858,"['bavelloni', 's', 'nst', 's', 'joint', 'venture', 'bavelloni', 'tool', 'completes', 'semiproducts', 'produced', 'italy', 'highquality', 'tool', 'sold', 'diapol', 'brand']"
4545,"['chain', 'trying', 'cut', 'cost', 'pressuring', 'vendor', 'fitness', 'equipment', 'manufacturer', 'precor', 'slash', 'price']"
312,"['acquisition', 'company', 'expand', 'offering', 'north', 'central', 'south', 'america', 'said']"
832,"['dmasia', 'august', 'benefon', 'extends', 'manufacturing', 'capability', 'asmobile', 'digitalmediaasiacom', 'dma']"
3079,"['panostaja', 'did', 'disclose', 'purchase', 'price']"
4577,"['asia', 'earlier', 'japan', 's', 'nikkei', 'index', 'fell', 'percent', 'hong', 'kong', 's', 'hang', 'seng', 'index', 'rose', 'percent']"
3462,"['yit', 'corporation', 'sept', 'corporate', 'release', 'stock', 'exchange', 'release', 'yit', 's', 'capital', 'market', 'day', 'london', 'sept', 'wednesday', 'september', 'yit', 'hold', 'capital', 'market', 'day', 'investor', 'analyst', 'london']"
1201,"['construction', 'expected', 'completed', 'summer']"
4256,"['gross', 'area', 'house', 'm']"
3547,"['cameco', 'typically', 'price', 'sale', 'contract', 'using', 'ratio', 'fixed', 'price', 'spot', 'price']"
3783,"['combined', 'company', 'proforma', 'net', 'sale', 'mln', 'euro', 'mln', 'operating', 'profit', 'mln', 'euro', 'mln']"
2134,"['appears', 'statistic', 'technical', 'surveillance', 'authority', 'customer', 'switch', 'service', 'provider', 'transfer', 'number', 'elisa', 's', 'network']"
3451,"['negotiation', 'started', 'neste', 'oil', 'anticipated', 'people', 'affected']"
2209,"['company', 'feel', 'lease', 'prime', 'location', 'producing', 'formation', 'immediate', 'area']"
1901,"['includes', 'company', 's', 'new', 'highly', 'powerful', 'compact', 'scalable', 'flexi', 'multiradio', 'base', 'station']"
1481,"['industry', 'coming', 'interesting', 'fork', 'road', 'handset', 'manufacturer', 'wireless', 'carrier', 'attempt', 'serve', 'portal', 'webbased', 'service', 'wireless', 'handset', 'wrote']"
777,"['ponsse', 'project', 'forest', 'machine', 'market', 'improve', 'expected', 'previous', 'year']"
799,"['continued', 'actively', 'focus', 'rd', 'position', 'offering', 'away', 'point', 'solution', 'dynamic', 'endtoend', 'solution', 'ervio', 'stated']"
3714,"['panostaja', 'owns', 'pct', 'share', 'capital', 'voting', 'right', 'suomen', 'helasto', 'share', 'following', 'exchange', 'share', 'carried']"
54,"['share', 'standard', 'chartered', 'stan', 'rose', 'ftse', 'royal', 'bank', 'scotland', 'rb', 'share', 'rose', 'barclays', 'share', 'barc', 'bcs']"
2972,"['investment', 'disclosed']"
3335,"['project', 'implies', 'underground', 'parking', 'lot', 'vehicle']"
1920,"['familiar', 'blue', 'white', 'red', 'hk', 'seal', 'received', 'authentic', 'look']"
3715,"['panostaja', 'plc', 'today', 'acquired', 'entire', 'share', 'capital', 'suomen', 'graafiset', 'palvelut', 'provider', 'printing', 'service']"
4506,"['rory', 'fitzgerald', 'general', 'manager', 'operation', 'bristol', 'port', 'said', 'use', 'low', 'maintenance', 'technology', 'save', 'cent', 'servicing', 'plus', 'load', 'sensing', 'hydraulics', 'save', 'extra', 'cent', 'fuel', 'consumption']"
946,"['ebitda', 'year', 'improved', 'eurm', 'compared', 'eurm']"
1701,"['yara', 'suomi', 'provides', 'nitrogen', 'chemical', 'technical', 'nitrate', 'various', 'sector', 'industry', 'product', 'used', 'environmental', 'protection']"
3293,"['new', 'kroksberg', 'railway', 'tunnel', 'built', 'new', 'section', 'track', 'harnosand', 'veda', 'forming', 'line', 'follows', 'coast', 'gulf', 'bothnia']"
2161,"['net', 'sale', 'expected']"
1136,"['broad', 'range', 'connectivity', 'option', 'including', 'g', 'hspa', 'wifi', 'give', 'consumer', 'high', 'speed', 'access', 'internet']"
987,"['rationalization', 'operation', 'seek', 'achieve', 'eur', 'million', 'yearly', 'saving', 'second', 'quarter', 'current', 'financial', 'year']"
2549,"['protalix', 'million', 'cash', 'sale']"
193,"['finnish', 'department', 'store', 'chain', 'stockmann', 'oyj', 'abp', 'net', 'profit', 'rose', 'mln', 'euro', 'mln', 'month', 'mln', 'euro', 'mln', 'period']"
3057,"['nordea', 'cheapest', 'couple', 's', 'debt']"
3246,"['financial', 'detail', 'acquisition', 'disclosed']"
1394,"['lemminkainen', 'group', 'headquartered', 'helsinki', 'finland', 'operates', 'sector', 'construction', 'industry', 'civil', 'engineering', 'building', 'contracting', 'technical', 'building', 'service', 'building', 'material', 'industry']"
2637,"['ground', 'barleycorn', 'fully', 'produced', 'finland', 'available', 'store', 'beginning']"
768,"['kalmar', 'awarded', 'new', 'year', 'contract', 'supply', 'rough', 'terrain', 'container', 'handler', 'rtch']"
4562,"['vanhanen', 'said', 'strike', 'extremely', 'damaging', 'participant', 'reporter', 'begin', 'arrive', 'finland', 'oneday', 'eu', 'summit', 'russian', 'president', 'vladimir', 'putin', 'lahti', 'kilometer', 'mile', 'north', 'helsinki']"
3090,"['prior', 'transaction', 'financial', 'term', 'disclosed', 'alma', 'medium', 'owned', 'kotikokki', 'net']"
3495,"['profit', 'target']"
3215,"['contract', 'comprises', 'log', 'handling', 'line', 'peeling', 'line', 'veneer', 'drying', 'grading', 'line']"
285,"['agreement', 'expands', 'tekla', 'structure', 'scope', 'use', 'bridge', 'design']"
4785,"['announcement', 'pushed', 'freenet', 'share', 'eur', 'frankfurt', 'trade', 'eur', 'investor', 'gave', 'hope', 'united', 'internet', 'ag', 'drillisch', 'pursue', 'takeover', 'breakup', 'freenet']"
428,"['finnish', 'silicon', 'wafer', 'manufacturer', 'okmetic', 'oyj', 'said', 'june', 'signed', 'agreement', 'nordea', 'bank', 'finland', 'plc', 'local', 'subsidiary', 'swedish', 'commercial', 'bank', 'nordea', 'bank', 'ab', 'refinance', 'okmetic', 's', 'syndicated', 'bank', 'facility', 'amount', 'mln', 'euro', 'mln']"
4313,"['finnish', 'bank', 'alandsbanken', 'said', 'monday', 'buy', 'swedish', 'operation', 'iceland', 's', 'troubled', 'kaupthing', 'bank', 'million', 'kronor', 'million', 'cash']"
2332,"['carrier', 'said', 'area', 'travel', 'agency', 'sell', 'outlet', 'sister', 'chain', 'suomen', 'matkatoimisto', 'smtand', 'use', 'remaining', 'bricksandmortar', 'presence', 'primarily', 'target', 'business', 'customer', 'going', 'forward']"
2717,"['sanoma', 'buyer', 'target', 'said']"
2079,"['alma', 'medium', 's', 'net', 'sale', 'totalled', 'meur', 'operating', 'margin', 'cent']"
3389,"['value', 'order', 'eur', 'mn']"
722,"['operating', 'profit', 'totalled', 'eur', 'mn', 'loss', 'eur', 'mn', 'fourth', 'quarter']"
951,"['finnish', 'mobile', 'operator', 'dna', 'function', 'subcontractor', 'maingate', 'responsible', 'telecommunication', 'connection']"
4232,"['sanoma', 'announced', 'stock', 'option', 'scheme', 'december']"
2262,"['ntc', 'geographical', 'presence', 'complement', 'ramirent', 's', 'existing', 'network', 'brings', 'closer', 'customer', 'east', 'bohemia', 'region', 'czechrepublic']"
989,"['stock', 'new', 'machine', 'reasonably', 'small', 'new', 'order', 'bring', 'work']"
3212,"['compnay', 'said', 'lower', 'price', 'development', 'project', 'compared', 'november']"
1759,"['satama', 'earned', 'data', 'management', 'solution', 'competency', 'business', 'intelligence', 'specialization', 'recentlyvia', 'acquisition', 'fimentor', 'oy']"
3897,"['result', 'tax', 'loss', 'million', 'euro']"
326,"['earnings', 'share', 'eps', 'rose', 'eur', 'eur']"
2608,"['company', 'website', 'wwwahlstromcom']"
1383,"['group', 'plan', 'launch', 'room', 'atrium', 'grand', 'whitefield', 'star', 'luxury', 'hotel']"
1724,"['finnish', 'lifting', 'equipment', 'maker', 'kone', 'oyj', 'said', 'october', 'won', 'order', 'worth', 'mln', 'euro', 'mln', 'deliver', 'total', 'custom', 'designed', 'elevator', 'norwegian', 'shipbuilder', 'aker', 'yard', 'asa']"
1086,"['cooperation', 'airbaltic', 'expected', 'lead', 'transfer', 'finncomm', 'ownership', 'airbaltic', 'time']"
2523,"['financial', 'detail', 'reported']"
341,"['reporting', 'period', 'net', 'sale', 'rose', 'yearonyear', 'eur', 'm', 'business', 'acquisition', 'realized', 'half', 'effect', 'eur', 'm', 'review', 'period']"
3701,"['nordstjernan', 'used', 'option', 'buy', 'stake', 'salcomp', 's', 'share', 'vote']"
147,"['finnish', 'pharmaceutical', 'company', 'orion', 's', 'net', 'sale', 'rose', 'eur', 'mn', 'quarter', 'eur', 'mn', 'quarter']"
688,"['plan', 'estimated', 'generate', 'eur', 'million', 'usd', 'm', 'cost', 'saving', 'annual', 'basis']"
3432,"['contract', 'turntable', 'anode', 'vibrocompactors', 'delivered', 'gansu', 'hualu', 'aluminum', 'unnamed', 'costumer']"
1107,"['right', 'margin', 'viewed', 'separately', 'customer']"
848,"['simdax', 'remain', 'available', 'market', 'approved', 'marketing', 'authorisation', 'submitted', 'application', 'country', 'orion', 'added']"
966,"['rautaruukki', 'said', 'construction', 'group', 'yit', 'awarded', 'mln', 'eur', 'contract', 'supply', 'steel', 'structure', 'new', 'bridge', 'spanning', 'kemijoki', 'river', 'northern', 'finland']"
4587,"['operating', 'profit', 'month', 'period', 'decreased', 'eur', 'm', 'net', 'sale', 'increased', 'eur', 'm', 'compared']"
1492,"['plumbing', 'business', 'announced', 'sponsoring', 'professional', 'dart', 'player']"
2203,"['company', 'expect', 'order']"
2713,"['argentine', 'agricultural', 'export', 'company', 'calafate', 'tapped', 'compatriot', 'firm', 'finnegans', 'software', 'solution', 'company', 'said', 'statement']"
661,"['loss', 'quarter', 'eur', 'mn', 'smaller', 'loss', 'second', 'quarter']"
1002,"['simultaneously', 'responsibility', 'area', 'extended', 'legal', 'affair', 'cover', 'merger', 'acquisition']"
62,"['new', 'agreement', 'continuation', 'theagreement', 'signed', 'earlier', 'year', 'lemminkainen', 'group', 'cramo', 'acquired', 'entire', 'construction', 'machine', 'fleet', 'oflemminkainen', 'talo', 'oy', 'ita', 'ja', 'pohjois', 'suomo', 'signed', 'asimilar', 'agreement', 'said', 'tatu', 'hauhio', 'managing', 'director', 'ofcramo', 'finland']"
284,"['increase', 'estimated', 'sale', 'million', 'year']"
2224,"['quarter', 'expected', 'line', 'analyst', 'forecast']"
4566,"['dealer', 'said', 'share', 'largely', 'hit', 'investor', 'disappointment', 'refining', 'margin', 'just', 'usd', 'barrel', 'quarter', 'performance', 'shipping', 'unit', 'saw', 'ebit', 'drop', 'mln', 'eur', 'mln', 'eur', 'year', 'amid', 'fall', 'volume', 'tanker', 'rate']"
1879,"['hope', 'future', 'turn', 'novel', 'method', 'prevention', 'alcohol', 'tobacco', 'smoking', 'associated', 'oral', 'cancer']"
3572,"['earnings', 'share', 'eps', 'amounted', 'loss', 'eur']"
4709,"['profit', 'period', 'fell', 'eur', 'mn', 'eur', 'mn', 'januaryseptember']"
1203,"['crucially', 'decision', 'use', 'etsi', 'european', 'telecommunication', 'standard', 'institute', 'backed', 'dvbh', 'add', 'growing', 'list', 'operator', 'equipment', 'manufacturer', 'opting', 'standard', 'global', 'january', 'competing', 'technology', 'vie', 'mobile', 'tv']"
1990,"['danish', 'company', 'flsmidth', 'acknowledged', 'violated', 'patent', 'held', 'finnish', 'metso']"
24,"['net', 'sale', 'increased', 'eur', 'm', 'eur', 'm', 'pretax', 'profit', 'rose', 'eur', 'm', 'eur', 'usd']"
4706,"['pretax', 'profit', 'decreased', 'eur', 'mn', 'eur', 'mn', 'fourth', 'quarter']"
4811,"['thanks', 'internet', 'consumer', 'compare', 'product', 'previously', 'finnish', 'company', 'competitive']"
4008,"['according', 'ceo', 'matti', 'perkonoja', 'parent', 'company', 'hkscan', 'company', 's', 'performance', 'quarter', 'remained', 'clearly', 'level', 'corresponding', 'period']"
762,"['export', 'accounted', 'net', 'sale', 'representing', 'time', 'record', 'company']"
875,"['pretax', 'profit', 'jumped', 'eur', 'million', 'eur', 'million']"
4601,"['marubeni', 'participated', 'ghg', 'green', 'house', 'gas', 'emission', 'reduction', 'project', 'overseas', 'obtained', 'emission', 'credit', 'project', 'provided', 'japanese', 'client']"
938,"['finnish', 'outotec', 'awarded', 'contract', 'supply', 'new', 'zinc', 'roaster', 'gas', 'cleaning', 'sulphuric', 'acid', 'plant', 'ozk', 'kardzhali', 'zinc', 'smelter', 'bulgaria']"
2687,"['offering', 'cover', 'localisation', 'service', 'related', 'production', 'transfer', 'finnish', 'company', 's', 'customer', 'production', 'asian', 'market', 'decision', 'transfer', 'production']"
3600,"['net', 'profit', 'eurm', 'company', 'paid', 'dividend', 'eur', 'apiece']"
2394,"['ahlstrom', 's', 'employee', 'serve', 'customer', 'sale', 'office', 'production', 'facility', 'country', 'continent']"
4430,"['period', 's', 'sale', 'dropped', 'eur', 'million', 'eur', 'million', 'according', 'interim', 'report', 'released', 'today']"
4827,"['external', 'net', 'sale', 'printing', 'business', 'fell', 'partly', 'termination', 'printing', 'contract', 'ilkkayhtyma', 's', 'printing', 'house', 'iprint', 'oy', 'sector', 'player', 'hs', 'medium', 'ab', 'december', 'fall', 'printing', 'price']"
3929,"['transaction', 'value', 'cad', 'million', 'approximately', 'eur', 'million']"
385,"['total', 'delivery', 'volume', 'paper', 'business', 'tonne', 'tonne']"
4236,"['mr', 'galvan', 'saving', 'adjustment', 'buying', 'liquor', 'watching', 'portion', 'size']"
4432,"['union', 'filed', 'grievance', 'company', 's', 'overtime', 'assignment', 'policy']"
536,"['subscription', 'fortum', 's', 'ownership', 'tgk', 'increased', 'slightly', 'share', 'voting', 'right']"
2291,"['nokia', 'deliver', 'wcdma', 'ghspa', 'radio', 'network', 'including', 'modular', 'high', 'capacity', 'nokia', 'flexi', 'wcdma', 'base', 'station', 'indosat']"
4026,"['year', 'million', 'passenger', 'flew', 'airline', 'percent']"
936,"['finnish', 'cargotec', 'awarded', 'significant', 'order', 'total', 'hiab', 'loader', 'crane', 'bae', 'system']"
3737,"['rosa', 'bestknown', 'duckburg', 'illustrator']"
4502,"['previously', 'concluded', 'adaptation', 'measure', 'concerning', 'staff', 'adequate', 'time', 'planning', 'operation', 'continue', 'plant', 'company', 'said']"
2360,"['november', 'finnish', 'energy', 'company', 'fortum', 'oyj', 'hel', 'fumv', 'said', 'today', 'partner', 'started', 'negotiation', 'establish', 'new', 'operating', 'model', 'energy', 'supply', 'turku', 'region', 'western', 'finland']"
3507,"['nonrecurring', 'item', 'eur', 'mn', 'profit', 'amounted', 'eur', 'mn']"
201,"['finnish', 'software', 'developer', 'solution', 'oyj', 'said', 'net', 'profit', 'increased', 'mln', 'euro', 'mln', 'mln', 'euro', 'mln']"
3208,"['company', 'shut', 'paper', 'machine', 'finland', 'austria', 'label', 'paper', 'machine', 'finland', 'month', 'helsinkibased', 'upm', 'said', 'yesterday']"
1332,"['sarantel', 'based', 'wellingborough', 'uk', 'design', 'highperformance', 'antenna', 'portable', 'wireless', 'device']"
3016,"['adp', 'news', 'nov', 'finnish', 'paper', 'packaging', 'forest', 'product', 'company', 'stora', 'enso', 'oyj', 'omx', 'sterv', 'said', 'today', 'invest', 'eur', 'million', 'usd', 'm', 'building', 'power', 'plant', 'ostroleka', 'mi']"
3502,"['according', 'finnish', 'aktia', 'bank', 's', 'managing', 'director', 'jussi', 'laitinen', 'bank', 's', 'aim', 'triple', 'number', 'customer', 'finland', 'year']"
2708,"['yvonne', 'jones', 'owner', 'chameleon', 'interior']"
1934,"['weber', 'convinced', 'friend', 'ray', 'ostrom', 'owned', 'lake', 'street', 'sporting', 'good', 'store', 'sell', 'lure']"
935,"['finnish', 'airline', 'finnair', 'won', 'deal', 'uk', 'public', 'sector', 'official', 'airline', 'flight', 'london', 'heathrow', 'osaka', 'japan', 'flight', 'manchester', 'uk', 'helsinki', 'finland']"
2418,"['application', 'considered', 'hacking', 'application', 'classified', 'fsecure', 'riskware']"
566,"['growth', 'net', 'sale', 'continued', 'favourably', 'middle', 'east', 'africaand', 'asia', 'pacific']"
1854,"['kemira', 'coating', 'leading', 'supplier', 'paint', 'northern', 'eastern', 'europe', 'providing', 'consumer', 'professional', 'branded', 'product', 'approx']"
4334,"['rautaruukki', 'aim', 'work', 'group', 's', 'location', 'redundant']"
2872,"['market', 'condition', 'company', 'temporarily', 'lay', 'people', 'different', 'site']"
3030,"['metso', 'foundry', 'jyvaskyla', 'oy', 'discontinue', 'production', 'line', 'september', 'company', 'said']"
1205,"['demand', 'hit', 'sign', 'improvement', 'seen']"
2467,"['glaston', 's', 'share', 'glav', 'listed', 'nasdaq', 'omx', 'helsinki', 'mid', 'cap', 'list']"
